FID,alue_id,liikennemerkki_idt,liikennemerkkityypit,liikennemerkkien_nimet,liikennemerkkien_tekstit,pyspaikkojen_lukumaara_arvio,pysakointisuunta,pyspaikan_vaatima_noin_pituus,aluepysakointitunnus,lisatieto,keskilinjan_noin_pituus,ylre_katualue_nro,ylre_viheralue_nro,ylre_osa_nro,datanomistaja,paivitetty_tietopalveluun,geom
liikennemerkkipilotti_pysakointipaikat.3640,3640,"16205, 16192, 16175, 16176","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",13,Pitkittäin,5.4,C,,70.89,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672295.35512937 25497305.2399937, 6672231.522394 25497308.521574, 6672227.58049368 25497309.3018523, 6672224.94900953 25497309.8227406, 6672224.95910682 25497310.8964353, 6672295.3782058 25497307.3900901, 6672295.35512937 25497305.2399937))"
liikennemerkkipilotti_pysakointipaikat.4327,4327,"4868, 4869, 4870, 4871","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21 (9-18), 60 min, no_text",10,Pitkittäin,5.4,H,,62.42,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6674188.91886824 25495822.130138, 6674192.976779 25495826.457061, 6674196.805289 25495830.554198, 6674200.321941 25495834.318904, 6674203.5325137 25495837.7125701, 6674205.19448824 25495836.1539234, 6674190.6249624 25495820.6185357, 6674188.91886824 25495822.130138)), ((6674208.03917179 25495842.7132055, 6674211.22125 25495846.338266, 6674215.200772 25495850.868686, 6674219.047596 25495855.224656, 6674223.687331 25495860.485813, 6674228.895233 25495866.415144, 6674233.602324 25495871.857226, 6674235.58163104 25495874.1667678, 6674237.31069273 25495872.6849396, 6674210.0291034 25495840.8515918, 6674208.03917179 25495842.7132055)))"
liikennemerkkipilotti_pysakointipaikat.4072,4072,"896, 924, 897, 899","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21 (9-18), no_text, no_text",9,Pitkittäin,5.4,B,,51.82,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672144.97119116 25496755.6253008, 6672174.1067819 25496798.8793178, 6672176.03957982 25496797.5773992, 6672146.90062243 25496754.3183842, 6672144.97119116 25496755.6253008))"
liikennemerkkipilotti_pysakointipaikat.3371,3371,"8458, 8416, 8460","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",22,Pitkittäin,5.4,E,,129.59,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6673263.99070422 25497417.1979126, 6673265.68701409 25497456.4473243, 6673267.71765484 25497456.3522845, 6673265.92794667 25497417.1979126, 6673263.99070422 25497417.1979126)), ((6673265.87233191 25497460.6678204, 6673267.44422405 25497495.0783857, 6673269.57128116 25497494.9862399, 6673267.96419627 25497460.5160953, 6673265.87233191 25497460.6678204)), ((6673267.6425673 25497499.4137649, 6673269.49443779 25497539.8301823, 6673271.58013726 25497539.728944, 6673269.79042909 25497499.4137649, 6673267.6425673 25497499.4137649)), ((6673269.61721428 25497542.5161, 6673270.33357866 25497558.3045573, 6673272.42020436 25497558.2104202, 6673271.68971123 25497542.5161, 6673269.61721428 25497542.5161)))"
liikennemerkkipilotti_pysakointipaikat.3099,3099,"3765, 3766, 3767, 3768, 3769","677, 855b, Unclassified, 814, Unclassified","Pysäköinti, Maksullinen pysäköinti, Luokittelematon, N/A, Luokittelematon","no_text, 9-19, 4h, 22 m, no_text",,,,,,24.98,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672203.15616567 25494640.2630734, 6672179.22846502 25494648.2826295, 6672179.92498164 25494650.4301747, 6672203.88601564 25494642.4243704, 6672203.15616567 25494640.2630734))"
liikennemerkkipilotti_pysakointipaikat.4113,4113,"12236, 12240","371, 872","Pysäyttäminen kielletty, Tekstillinen lisäkilpi ""Huoltoajo sallittu""","no_text, unreadable",1,Pitkittäin,5.4,,,6.48,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671699.02330947 25497777.3293704, 6671704.83982478 25497779.1327641, 6671705.38769121 25497777.5804759, 6671699.47073373 25497775.6812055, 6671699.02330947 25497777.3293704))"
liikennemerkkipilotti_pysakointipaikat.2947,2947,"17586, 17587, 17588, 17582","677, 856b, Unclassified, 521a","Pysäköinti, Pysäköintikiekon käyttövelvollisuus, Luokittelematon, Ajoneuvojen sijoitus pysäköintipaikalla","no_text, 4h 8-20, no_text, no_text",,,,N,,18.34,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671566.18507633 25492940.6280664, 6671566.124351 25492941.756011, 6671566.11896347 25492943.5854455, 6671566.29930148 25492945.4059778, 6671566.66350212 25492947.1988017, 6671567.20780318 25492948.9453972, 6671567.926582 25492950.627722, 6671568.445219 25492951.611173, 6671569.35123502 25492953.0447102, 6671570.38805848 25492954.386683, 6671571.546498 25492955.625195, 6671572.88418703 25492956.6983879, 6671573.6235763 25492957.1345858, 6671575.56088787 25492954.0346441, 6671575.75657511 25492952.8191284, 6671567.88793798 25492940.7681149, 6671566.18507633 25492940.6280664))"
liikennemerkkipilotti_pysakointipaikat.3388,3388,"7768, 7778, 7780","521, 854, 814","Pysäköintipaikka, N/A, N/A","no_text, 24 h 0-24, 190 m",28,Pitkittäin,5.4,,,158.39,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671186.57103449 25496182.1164509, 6671157.28234501 25496166.4503351, 6671127.22971621 25496150.382833, 6671102.82050641 25496137.3325375, 6671085.06074111 25496127.8373521, 6671079.62418248 25496124.9307184, 6671078.51519415 25496126.9256755, 6671113.4601011 25496145.5667137, 6671185.53221178 25496184.1440888, 6671186.57103449 25496182.1164509)), ((6671054.52274473 25496111.5199576, 6671026.51182481 25496096.5828213, 6671025.055963 25496099.0063562, 6671043.83779454 25496108.3268753, 6671053.77780433 25496113.6207049, 6671054.52274473 25496111.5199576)), ((6671017.55532063 25496091.8067149, 6671012.15629517 25496088.9276072, 6671010.97662901 25496090.9811358, 6671016.52388661 25496093.7125266, 6671017.55532063 25496091.8067149)))"
liikennemerkkipilotti_pysakointipaikat.3192,3192,"10843, 10855, 10845, 10846","677, Unclassified, 521a, 826","Pysäköinti, Luokittelematon, Ajoneuvojen sijoitus pysäköintipaikalla, Vaikutusalue nuolen suuntaan","no_text, no_text, no_text, no_text",0,Poikittain,3.5,,,2.33,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673400.6051512 25497831.7611347, 6673400.35295321 25497826.5603465, 6673395.51044062 25497826.721972, 6673395.68962 25497831.930243, 6673400.6051512 25497831.7611347))"
liikennemerkkipilotti_pysakointipaikat.4074,4074,"742, 644, 702, 730","Unclassified, 372, 855a, Unclassified","Luokittelematon, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, no_text, 9-21, no_text",11,Pitkittäin,5.4,B/C,,65.07,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672102.838255 25496798.09028, 6672083.55408051 25496770.4348694, 6672081.57210561 25496771.8169046, 6672100.84467611 25496799.4949302, 6672102.838255 25496798.09028)), ((6672081.623584 25496767.666508, 6672063.27344777 25496741.3351247, 6672061.36735345 25496742.663467, 6672079.72930664 25496768.9882909, 6672081.623584 25496767.666508)))"
liikennemerkkipilotti_pysakointipaikat.4087,4087,"7934, 7937, 7939","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",6,Pitkittäin,5.4,C,,37.7,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671646.72958807 25497391.0245207, 6671681.87377518 25497377.7156588, 6671681.26787146 25497375.9304621, 6671645.98527311 25497389.1888298, 6671646.72958807 25497391.0245207))"
liikennemerkkipilotti_pysakointipaikat.4673,4673,"684, 19901, 19758, 683","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",17,Pitkittäin,5.4,F,,98.17,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6673699.70627 25495984.045721, 6673759.76603264 25495970.5876517, 6673759.17088739 25495968.0275219, 6673699.11577017 25495981.410478, 6673699.70627 25495984.045721)), ((6673767.58502643 25495968.8355875, 6673804.1372029 25495960.6450503, 6673803.60526546 25495958.5098921, 6673766.99899709 25495966.7322232, 6673767.58502643 25495968.8355875)))"
liikennemerkkipilotti_pysakointipaikat.2875,2875,"17609, 17654, 17667","372, 856a, Unclassified","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus, Luokittelematon","no_text, 4h 8-20, no_text",,,,N,,113.57,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672380.77660453 25493475.5852082, 6672380.06279331 25493472.132386, 6672379.223459 25493468.072388, 6672378.90482409 25493466.8876899, 6672377.4163495 25493461.3534785, 6672376.61798716 25493458.3851335, 6672375.55432722 25493455.506747, 6672373.67823267 25493450.4298186, 6672372.74674332 25493448.1131601, 6672370.87779622 25493444.0233368, 6672368.73779571 25493439.3403663, 6672366.51254308 25493434.4708384, 6672364.59936565 25493435.3559, 6672372.85887502 25493455.2294635, 6672375.39592567 25493463.0379416, 6672378.32762866 25493476.2306051, 6672380.77660453 25493475.5852082)), ((6672364.21628661 25493429.7829216, 6672361.75791517 25493424.8099162, 6672359.63550182 25493420.5165158, 6672357.90389931 25493417.0136812, 6672355.96970838 25493413.1010333, 6672355.19865181 25493411.5412737, 6672354.045415 25493409.208407, 6672350.04770058 25493402.4456384, 6672347.71388405 25493403.3608723, 6672354.53573137 25493415.3695787, 6672362.20326225 25493430.8737772, 6672364.21628661 25493429.7829216)), ((6672346.96357328 25493397.2283475, 6672343.02173066 25493390.5600949, 6672341.00479453 25493391.2957869, 6672345.23321229 25493398.286771, 6672346.96357328 25493397.2283475)), ((6672339.5087457 25493384.6173232, 6672331.61605724 25493371.2655877, 6672326.35053411 25493362.3581194, 6672323.02502985 25493356.732501, 6672320.59563146 25493358.1449917, 6672337.84757593 25493385.6015177, 6672339.5087457 25493384.6173232)))"
liikennemerkkipilotti_pysakointipaikat.3333,3333,"17290, 17291, 17293","521, 856b, Unclassified","Pysäköintipaikka, Pysäköintikiekon käyttövelvollisuus, Luokittelematon","no_text, 30 min, no_text",4,Pitkittäin,5.4,,,21.87,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671443.52544758 25495610.0865242, 6671425.07096056 25495600.0761177, 6671421.27833997 25495601.1743058, 6671444.52596026 25495613.6151573, 6671443.52544758 25495610.0865242))"
liikennemerkkipilotti_pysakointipaikat.3992,3992,"9356, 9358, 9344, 9349, 9350","677, Unclassified, 855b, Unclassified, Unclassified","Pysäköinti, Luokittelematon, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, no_text, 9-21, no_text, no_text",0,Poikittain,3.5,A,,2.71,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672573.761033 25495750.38184, 6672572.518896 25495755.119255, 6672578.08613788 25495756.2380403, 6672579.12800859 25495751.507384, 6672573.761033 25495750.38184))"
liikennemerkkipilotti_pysakointipaikat.2996,2996,"18117, 18123, 18118","677, 855b, Unclassified","Pysäköinti, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21(9-18), 4h",,,,,,21.26,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672617.09913589 25497964.9293603, 6672599.3648678 25497952.961482, 6672598.18581566 25497954.7271015, 6672615.91853696 25497966.7802385, 6672617.09913589 25497964.9293603))"
liikennemerkkipilotti_pysakointipaikat.3730,3730,"15610, 15604, 15602","677, 855b, Unclassified","Pysäköinti, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21(9-18), 2h",6,Pitkittäin,5.4,,,35.24,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672676.79274344 25496984.6610696, 6672641.58130911 25496986.5791263, 6672641.6663165 25496988.6322674, 6672676.875866 25496986.6599482, 6672676.79274344 25496984.6610696))"
liikennemerkkipilotti_pysakointipaikat.3633,3633,"3424, 3425, 3400","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",10,Pitkittäin,5.4,A,,61.89,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672078.768035 25495964.954696, 6672099.02943978 25495951.0611089, 6672097.69039571 25495949.1083437, 6672077.40423976 25495962.9900266, 6672078.768035 25495964.954696)), ((6672101.4266808 25495949.4128706, 6672132.7616094 25495927.868341, 6672131.43754886 25495925.9425926, 6672100.07999179 25495947.5026807, 6672101.4266808 25495949.4128706)))"
liikennemerkkipilotti_pysakointipaikat.3534,3534,"16879, 16838, 16894","677, 872, 826","Pysäköinti, Tekstillinen lisäkilpi ""Huoltoajo sallittu"", Vaikutusalue nuolen suuntaan","no_text, unreadable, no_text",1,Poikittain,3.5,,,6.24,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673078.108689 25496738.411195, 6673079.489711 25496737.215669, 6673082.00711459 25496735.0659856, 6673082.1532123 25496734.9564123, 6673080.812601 25496732.9852284, 6673076.34781 25496736.248002, 6673078.108689 25496738.411195))"
liikennemerkkipilotti_pysakointipaikat.3025,3025,"6909, 6908, 6907","372, 856a, Unclassified","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus, Luokittelematon","no_text, 4h 8-20, no_text",,,,N,,30.54,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671982.77012021 25492242.1813721, 6672012.96861884 25492236.0951829, 6672012.5871105 25492233.4630572, 6671982.32573403 25492240.1721467, 6671982.77012021 25492242.1813721))"
liikennemerkkipilotti_pysakointipaikat.4444,4444,"5202, 5192","677, 836","Pysäköinti, N/A","no_text, no_text",1,Pitkittäin,5.4,,,10.6,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6674368.8671671 25495702.8829991, 6674377.68548656 25495696.5764814, 6674376.48280587 25495694.6561335, 6674367.7536188 25495701.0199924, 6674368.8671671 25495702.8829991))"
liikennemerkkipilotti_pysakointipaikat.4199,4199,"3553, 3556, 3557","521, 855b, Unclassified","Pysäköintipaikka, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21 (9-18), 4h",10,Pitkittäin,5.4,,,57.29,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672001.27126295 25496113.2333866, 6672013.920528 25496104.216954, 6672014.761401 25496103.649171, 6672015.443995 25496103.232097, 6672015.791429 25496103.033817, 6672016.497773 25496102.65837, 6672017.584073 25496102.148982, 6672017.952755 25496101.993727, 6672018.324429 25496101.845875, 6672018.87950821 25496101.6419613, 6672019.076249 25496101.572682, 6672019.456095 25496101.447441, 6672019.838432 25496101.329802, 6672020.22296 25496101.219865, 6672020.609679 25496101.117631, 6672020.998388 25496101.0231, 6672021.388788 25496100.93637, 6672021.780978 25496100.857443, 6672022.174559 25496100.786417, 6672022.52956008 25496100.7296802, 6672022.965693 25496100.668069, 6672023.362945 25496100.620747, 6672023.760988 25496100.581426, 6672024.159721 25496100.550106, 6672024.559045 25496100.526686, 6672024.958759 25496100.511267, 6672025.358663 25496100.503848, 6672025.758658 25496100.504429, 6672026.26390669 25496100.5173809, 6672026.558218 25496100.52959, 6672027.356041 25496100.586749, 6672027.753988 25496100.627227, 6672028.151025 25496100.675704, 6672028.98715474 25496100.7862734, 6672038.29753177 25496102.0174735, 6672053.96120539 25496104.0888306, 6672054.39123093 25496101.9314474, 6672042.48011437 25496100.439038, 6672030.1466178 25496098.7776766, 6672028.20366971 25496098.5242486, 6672027.13364033 25496098.4679312, 6672026.31703896 25496098.4679312, 6672024.79647089 25496098.4397725, 6672023.50117216 25496098.5524072, 6672021.81165208 25496098.7495179, 6672019.92502133 25496099.1718979, 6672017.78496256 25496099.932182, 6672015.7293798 25496100.8051007, 6672013.92722505 25496101.790654, 6672011.4211036 25496103.4520155, 6672000.12947774 25496111.5617118, 6672001.27126295 25496113.2333866))"
liikennemerkkipilotti_pysakointipaikat.4166,4166,"715, 704, 706, 707, 705, 703","Unclassified, 372, 855a, Unclassified, 825, Unclassified","Luokittelematon, Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, N/A, Luokittelematon","no_text, no_text, 9-21, no_text, no_text, no_text",2,Pitkittäin,5.4,B,,15.19,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672004.177601 25496772.975569, 6672014.796031 25496765.398697, 6672015.12058078 25496765.1224867, 6672015.3934998 25496764.7951643, 6672015.508054 25496764.615258, 6672015.78162814 25496764.1422143, 6672018.171522 25496760.009791, 6672002.93124682 25496771.3476953, 6672004.177601 25496772.975569))"
liikennemerkkipilotti_pysakointipaikat.968,968,"9083, 9082, 9084, 9095","677, 855b, Unclassified, Unclassified","Pysäköinti, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, 4h, no_text",,,,,,56.63,682,,42,Helsinki/MAKA,2018-11-20,"POLYGON ((6673113.975278 25497429.772149, 6673111.937674 25497429.908698, 6673115.040344 25497485.215717, 6673116.986816 25497485.106522, 6673114.219221 25497435.772431, 6673113.986634 25497429.941617, 6673113.975278 25497429.772149))"
liikennemerkkipilotti_pysakointipaikat.3108,3108,"9530, 9546, 9543","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",11,Pitkittäin,5.4,E,,60.99,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673043.09085205 25497603.074347, 6673103.81007584 25497599.3672202, 6673103.70534014 25497597.7168352, 6673043.0013591 25497601.0771037, 6673043.09085205 25497603.074347))"
liikennemerkkipilotti_pysakointipaikat.1990,1990,"16392, 16395, 16414, 16412, 16371, 16364, 16372, 16353, 16363, 16352","521, 855b, Unclassified, Unclassified, 521a, 521, 855b, Unclassified, Unclassified, 521a","Pysäköintipaikka, Maksullinen pysäköinti, Luokittelematon, Luokittelematon, Ajoneuvojen sijoitus pysäköintipaikalla, Pysäköintipaikka, Maksullinen pysäköinti, Luokittelematon, Luokittelematon, Ajoneuvojen sijoitus pysäköintipaikalla","no_text, 9-21 (16-20) 16-20, no_text, 60 min, no_text, no_text, 9-21 (16-20) 16-20, no_text, no_text, no_text",21,Poikittain,3.5,H,,76.94,862,,11,Helsinki/MAKA,2018-11-20,"POLYGON ((6674149.547012 25495907.377183, 6674146.501572 25495908.188654, 6674145.222958 25495908.529346, 6674165.08135 25495984.150983, 6674169.524802 25495982.976856, 6674149.547012 25495907.377183))"
liikennemerkkipilotti_pysakointipaikat.3383,3383,"8417, 8435, 8418, 8467, 8420","372, 855a, Unclassified, 534, 851","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, N/A, Voimassaoloaika","no_text, 9-21, no_text, no_text, unreadable",2,Pitkittäin,5.4,E,,14.32,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673205.86669488 25497415.6299777, 6673219.862447 25497414.713687, 6673222.93129348 25497412.3302631, 6673205.86669488 25497413.0523043, 6673205.86669488 25497415.6299777))"
liikennemerkkipilotti_pysakointipaikat.3737,3737,"18889, 18891, 18892, 18895","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21 (9-18), 60min, no_text",10,Pitkittäin,5.4,C,,59.79,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672444.71068222 25496997.4960716, 6672427.85482193 25496998.4995405, 6672427.96188281 25497000.3566091, 6672444.79964454 25496999.4069739, 6672444.71068222 25496997.4960716)), ((6672424.9579162 25496998.6720217, 6672382.1529608 25497001.220348, 6672382.26982221 25497003.3881367, 6672425.00340406 25497000.6122801, 6672424.9579162 25496998.6720217)))"
liikennemerkkipilotti_pysakointipaikat.3671,3671,"2350, 2351","372, 851","Pysäköinti kielletty, Voimassaoloaika","no_text, 8-17",1,Pitkittäin,5.4,,,8.62,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672417.13302938 25496266.1510165, 6672409.6488927 25496271.4002534, 6672411.11107438 25496273.4849692, 6672418.57109969 25496268.2013554, 6672417.13302938 25496266.1510165))"
